,amt,gender,category,is_fraud
122928,65.17,F,gas_transport,0
1151520,75.16,F,health_fitness,0
429000,32.38,F,entertainment,0
826534,114.47,M,food_dining,0
642305,14.32,M,shopping_pos,0
193217,21.73,M,health_fitness,0
69655,2.22,M,misc_pos,0
619847,76.24,F,gas_transport,0
908030,1.04,F,home,0
610850,59.78,F,gas_transport,0
453501,33.2,F,health_fitness,0
502350,16.11,M,misc_pos,0
1175929,1.95,F,food_dining,0
812122,6.14,M,food_dining,0
925246,92.17,M,shopping_net,0
824393,239.43,F,entertainment,0
517963,35.95,F,personal_care,0
1064697,28.76,F,kids_pets,0
499504,32.52,F,grocery_net,0
826264,3.47,F,kids_pets,0
204979,8.1,M,misc_net,0
121292,71.24,M,food_dining,0
161657,28.6,M,entertainment,0
462103,23.16,F,food_dining,0
18651,100.52,M,gas_transport,0
260569,4.37,M,food_dining,0
413399,97.35,M,grocery_pos,0
618022,82.08,M,gas_transport,0
174790,31.78,M,entertainment,0
83462,36.12,F,entertainment,0
1060759,14.65,F,food_dining,0
677866,3.25,F,food_dining,0
802739,29.69,M,misc_pos,0
775371,98.23,F,grocery_pos,0
31094,7.46,F,kids_pets,0
1258808,47.87,F,home,0
92342,1080.61,F,shopping_pos,0
599607,5.64,F,travel,0
672073,1.9,F,shopping_net,0
412853,66.19,M,gas_transport,0
36065,68.24,M,grocery_pos,0
495122,6.47,M,shopping_net,0
484409,202.37,F,health_fitness,0
204218,5.45,M,misc_pos,0
721749,36.59,M,misc_pos,0
1054663,132.84,M,kids_pets,0
821451,8.64,M,entertainment,0
1149298,40.39,M,misc_pos,0
1030732,71.22,M,gas_transport,0
43253,57.88,F,health_fitness,0
1036021,11.66,F,food_dining,0
805685,110.21,M,entertainment,0
186817,206.45,F,grocery_pos,0
610448,12.87,F,grocery_net,0
825790,130.49,M,kids_pets,0
956121,14.94,F,personal_care,0
690936,2.17,M,shopping_net,0
159265,19.51,M,home,0
440864,38.3,M,entertainment,0
843105,91.94,F,gas_transport,0
546175,46.61,M,gas_transport,0
94507,45.52,M,kids_pets,0
285722,55.74,M,home,0
830695,32.2,M,misc_net,0
401623,66.91,M,food_dining,0
548933,63.38,M,grocery_pos,0
819219,158.37,F,food_dining,0
681983,55.03,F,gas_transport,0
480335,82.93,F,home,0
481001,323.37,F,shopping_net,0
872857,6.83,F,misc_pos,0
73852,27.82,F,kids_pets,0
1203052,35.69,F,grocery_net,0
57253,178.57,F,kids_pets,0
118478,98.47,M,shopping_net,0
798567,8.23,F,health_fitness,0
1101382,23.59,M,shopping_pos,0
660543,55.55,F,home,0
189452,4.9,F,shopping_net,0
614637,117.83,M,grocery_pos,0
567114,30.7,M,kids_pets,0
740630,84.68,M,entertainment,0
460252,42.64,F,shopping_pos,0
105766,68.11,F,home,0
858061,45.14,M,home,0
740391,48.99,M,gas_transport,0
739641,1.68,F,shopping_pos,0
410634,107.23,M,shopping_net,0
472646,39.17,F,gas_transport,0
1052850,68.24,M,personal_care,0
41960,35.29,F,kids_pets,0
1064316,4.0,F,travel,0
118696,76.14,F,grocery_pos,0
1029212,94.46,F,shopping_net,0
63902,18.44,F,food_dining,0
987235,14.37,F,health_fitness,0
30880,8.8,F,kids_pets,0
1209966,70.14,F,home,0
592122,30.04,M,home,0
206552,10.44,M,health_fitness,0
268237,65.33,M,kids_pets,0
953958,46.12,M,home,0
1076128,41.89,F,food_dining,0
455114,85.96,M,gas_transport,0
1024095,4.98,F,home,0
876957,591.08,M,travel,0
734222,132.58,M,shopping_pos,0
101591,2.13,F,food_dining,0
258474,21.43,F,personal_care,0
802814,57.52,F,gas_transport,0
535450,96.87,M,shopping_net,0
494140,40.44,M,entertainment,0
991225,82.46,M,gas_transport,0
1063662,72.71,M,gas_transport,0
21534,2.1,F,personal_care,0
1234680,1.27,F,food_dining,0
669156,134.23,M,home,0
303056,70.55,M,grocery_pos,0
1176407,1.12,M,shopping_pos,0
318421,102.78,M,grocery_pos,0
249407,82.91,M,shopping_net,0
921642,6.0,F,home,0
74454,212.21,F,grocery_pos,0
821070,34.98,M,shopping_pos,0
772983,35.97,F,kids_pets,0
1055373,59.33,F,gas_transport,0
1107352,11.33,F,kids_pets,0
48628,137.3,F,misc_net,0
919976,15.55,M,health_fitness,0
1170702,209.09,M,kids_pets,0
438752,71.57,M,food_dining,0
72069,33.08,F,gas_transport,0
1075273,226.38,F,home,0
705450,5.86,F,grocery_net,0
1252586,53.62,M,home,0
359087,60.94,M,entertainment,0
420712,50.62,M,gas_transport,0
835815,76.11,M,personal_care,0
1274095,33.22,M,home,0
523884,8.02,M,personal_care,0
148110,178.8,F,grocery_pos,0
1249294,1.48,M,misc_net,0
745740,5.44,F,travel,0
1279223,5.29,F,misc_net,0
516483,105.35,F,kids_pets,0
14781,3.97,F,misc_pos,0
448109,68.53,F,home,0
87484,59.26,M,shopping_net,0
516029,54.06,F,misc_pos,0
782989,41.82,F,home,0
217282,27.3,F,home,0
1032432,20.09,M,health_fitness,0
1022159,63.8,F,gas_transport,0
1258752,49.18,F,health_fitness,0
533970,4.53,M,travel,0
357880,48.84,M,grocery_net,0
355550,34.47,F,home,0
466589,33.29,F,health_fitness,0
665717,63.96,M,grocery_pos,0
823518,80.92,M,grocery_pos,0
553300,41.79,F,kids_pets,0
161889,22.17,M,health_fitness,0
829329,62.96,M,food_dining,0
908107,69.08,M,entertainment,0
681888,22.47,F,shopping_net,0
1237893,1.51,M,shopping_pos,0
419099,18.93,M,kids_pets,0
348273,26.31,M,home,0
1241265,7.56,M,food_dining,0
91255,39.99,F,kids_pets,0
158545,90.77,M,grocery_pos,0
1292265,79.82,F,entertainment,0
817583,9.62,F,misc_net,0
588249,84.42,F,gas_transport,0
1245854,1.51,M,health_fitness,0
810465,105.49,F,grocery_pos,0
172529,26.69,M,home,0
238907,5.72,F,misc_pos,0
1129449,4.87,F,shopping_pos,0
533018,66.53,F,food_dining,0
113704,52.39,F,grocery_net,0
367185,70.28,F,gas_transport,0
528973,46.85,M,gas_transport,0
957341,18.08,M,health_fitness,0
175598,16.42,F,home,0
1120914,73.68,F,gas_transport,0
4937,73.2,F,gas_transport,0
656086,117.32,F,shopping_pos,0
158267,122.47,F,grocery_pos,0
696826,6.01,M,travel,0
224929,73.36,M,home,0
505274,4.29,F,food_dining,0
161823,68.9,M,entertainment,0
1176722,56.56,M,food_dining,0
855792,4.64,M,travel,0
266341,107.4,M,shopping_net,0
593198,153.3,M,entertainment,0
781822,118.4,F,kids_pets,0
1269398,63.04,F,gas_transport,0
62856,2.01,M,food_dining,0
664581,11.87,M,home,0
399351,224.13,F,food_dining,0
173849,2.05,F,shopping_net,0
4118,8.27,F,health_fitness,0
1226427,51.72,M,kids_pets,0
470458,59.79,F,kids_pets,0
104051,81.99,F,entertainment,0
922931,146.75,M,shopping_pos,0
1176758,180.85,M,kids_pets,0
397483,169.07,F,grocery_pos,0
170697,32.96,M,shopping_pos,0
976724,4.11,F,food_dining,0
33031,47.96,F,food_dining,0
42210,83.05,M,grocery_pos,0
891551,118.64,M,grocery_pos,0
1025563,60.29,F,gas_transport,0
1184984,8.5,F,shopping_pos,0
1061390,9.31,F,food_dining,0
355423,43.83,M,kids_pets,0
286267,6.72,F,personal_care,0
579131,15.33,F,misc_pos,0
213953,5.82,M,home,0
1052774,56.43,M,food_dining,0
221741,176.74,F,misc_pos,0
680786,7.16,F,personal_care,0
1181750,20.09,F,shopping_pos,0
980796,65.69,M,home,0
1019680,115.83,F,grocery_pos,0
686958,7.05,M,grocery_net,0
528575,128.1,M,shopping_pos,0
1043978,63.95,M,gas_transport,0
372123,74.43,M,personal_care,0
254959,20.77,F,shopping_net,0
474631,6.05,F,shopping_pos,0
1261691,17.47,F,home,0
871317,11.52,F,health_fitness,0
1002458,22.15,F,personal_care,0
1080860,60.05,F,entertainment,0
310471,14.47,M,home,0
730671,111.95,F,home,0
22521,99.61,M,grocery_net,0
1207868,182.49,M,home,0
417435,120.02,M,shopping_pos,0
311114,5.99,F,kids_pets,0
1054833,10.79,F,health_fitness,0
965116,57.76,M,grocery_pos,0
28499,6.17,M,entertainment,0
736155,103.55,M,kids_pets,0
397743,51.62,M,kids_pets,0
213701,62.29,F,gas_transport,0
1260519,27.91,F,kids_pets,0
721096,5.96,F,entertainment,0
956797,69.05,M,misc_net,0
816749,41.7,F,shopping_pos,0
599645,4.12,M,food_dining,0
492972,31.39,F,entertainment,0
690775,9.51,F,health_fitness,0
978613,162.83,F,shopping_net,0
1014206,9.77,M,food_dining,0
867509,16.03,M,kids_pets,0
830902,48.45,M,grocery_pos,0
424368,81.6,F,food_dining,0
1072840,100.7,F,gas_transport,0
954930,13.18,M,kids_pets,0
841738,94.73,M,misc_net,0
1200046,61.72,F,gas_transport,0
792771,22.8,F,personal_care,0
590550,9.22,F,shopping_net,0
1136962,183.48,F,grocery_pos,0
950058,104.6,M,kids_pets,0
232438,68.33,M,entertainment,0
23809,122.27,F,entertainment,0
485849,46.39,M,kids_pets,0
880801,51.96,M,kids_pets,0
660719,54.68,F,gas_transport,0
533642,71.81,M,home,0
84997,7.42,M,shopping_pos,0
139831,159.3,M,health_fitness,0
54587,56.29,M,food_dining,0
196310,4.38,M,entertainment,0
123337,60.08,M,gas_transport,0
882025,9.52,M,food_dining,0
340822,126.02,M,entertainment,0
1248613,48.27,F,personal_care,0
958399,14.8,F,misc_net,0
404962,127.35,F,shopping_net,0
521077,26.35,F,personal_care,0
702731,6.32,F,shopping_pos,0
1255581,75.26,M,gas_transport,0
1041736,35.71,M,misc_pos,0
890601,249.21,M,misc_pos,0
1052153,142.9,F,health_fitness,0
360801,85.04,M,shopping_net,0
309340,2.36,M,entertainment,0
739077,17.26,M,entertainment,0
226886,14.36,F,personal_care,0
1064510,6.71,F,misc_pos,0
1229547,93.27,M,shopping_net,0
413506,68.22,M,gas_transport,0
879288,7.11,F,shopping_net,0
421701,29.76,M,home,0
151435,33.84,F,shopping_pos,0
1288188,22.15,F,personal_care,0
1077535,118.08,F,home,0
213350,18.41,M,misc_net,0
812546,108.02,M,home,0
122531,161.29,M,entertainment,0
295977,20.45,M,health_fitness,0
882124,1.57,F,travel,0
121034,65.91,F,gas_transport,0
799855,38.43,F,gas_transport,0
1082446,102.24,F,misc_net,0
153082,115.3,M,personal_care,0
96908,37.32,F,personal_care,0
2478,50.91,M,grocery_pos,0
311367,55.53,M,personal_care,0
243178,188.21,M,food_dining,0
699857,86.2,F,gas_transport,0
254709,108.67,M,kids_pets,0
974260,60.5,F,health_fitness,0
1283398,101.39,F,misc_pos,0
767374,75.2,M,health_fitness,0
473845,60.62,F,health_fitness,0
1155648,69.38,M,gas_transport,0
853223,15.56,F,food_dining,0
1049539,8.05,F,health_fitness,0
305848,5.36,M,shopping_net,0
191472,4.79,F,shopping_net,0
5183,45.47,F,gas_transport,0
554784,4.0,M,misc_net,0
359550,15.91,F,personal_care,0
903736,4.96,M,food_dining,0
573173,6.11,M,shopping_pos,0
248964,28.76,F,health_fitness,0
915040,263.58,F,entertainment,0
725072,12.32,F,home,0
704235,14.72,F,health_fitness,0
728177,1.25,M,personal_care,0
1192380,2.46,F,health_fitness,0
321839,24.9,F,shopping_pos,0
729671,6.31,F,misc_net,0
528834,99.65,M,grocery_pos,0
40644,6.13,F,entertainment,0
59092,25.05,M,shopping_pos,0
648484,83.02,F,gas_transport,0
1114156,55.75,M,gas_transport,0
592106,29.97,M,home,0
1122930,188.47,M,home,0
167372,15.34,F,kids_pets,0
1028387,2.21,M,shopping_net,0
864967,68.08,M,entertainment,0
653582,8.41,F,travel,0
546,61.41,M,gas_transport,0
611995,66.14,M,food_dining,0
360227,2.27,F,shopping_pos,0
731393,45.45,M,grocery_pos,0
66082,54.68,F,kids_pets,0
457095,7.82,M,shopping_net,0
1247965,44.55,M,health_fitness,0
18122,88.58,F,health_fitness,0
438153,37.23,F,food_dining,0
1294682,82.74,M,entertainment,0
1157381,4.74,M,food_dining,0
635586,2.06,F,shopping_pos,0
1223468,106.22,M,gas_transport,0
1015440,104.08,M,shopping_net,0
64093,1.43,M,shopping_net,0
847517,65.02,M,gas_transport,0
1247944,32.1,F,kids_pets,0
334655,7.6,M,misc_net,0
82919,64.43,M,food_dining,0
742683,6.29,F,shopping_net,0
216010,6.1,F,shopping_pos,0
674275,65.47,M,gas_transport,0
1238572,1.35,M,personal_care,0
1220705,7.1,F,shopping_pos,0
643744,22.9,M,food_dining,0
1144279,9.06,F,shopping_net,0
1211508,26.38,M,home,0
567321,10.35,M,entertainment,0
520289,16.69,F,health_fitness,0
986929,382.47,F,misc_net,0
1285344,4.53,M,personal_care,0
769534,58.76,F,gas_transport,0
499308,83.51,M,grocery_pos,0
1019416,5.92,F,shopping_pos,0
21713,11.88,F,misc_net,0
972218,61.97,F,shopping_pos,0
964211,239.45,M,misc_pos,0
5389,70.53,M,personal_care,0
284269,15.34,M,shopping_pos,0
152495,6.48,F,misc_net,0
900992,25.08,M,grocery_pos,0
1055376,16.47,F,misc_net,0
1210407,149.41,F,grocery_pos,0
446668,2.21,M,food_dining,0
97717,57.26,F,home,0
1159145,69.84,M,grocery_pos,0
1023778,50.89,F,gas_transport,0
1025756,68.96,F,gas_transport,0
277454,5.52,F,travel,0
1115222,49.01,M,personal_care,0
116585,52.55,M,gas_transport,0
1203395,54.48,F,food_dining,0
128845,1.22,M,home,0
461075,3.41,F,shopping_pos,0
348597,179.3,M,personal_care,0
14131,6.18,M,travel,0
897493,89.22,M,grocery_pos,0
1988,12.37,F,personal_care,0
1285243,26.98,F,health_fitness,0
386664,53.0,F,gas_transport,0
930975,82.97,F,grocery_pos,0
490870,3.68,M,home,0
46256,42.13,F,grocery_net,0
157818,69.63,F,gas_transport,0
385776,110.32,M,home,0
1244061,39.13,M,grocery_pos,0
134847,18.83,M,food_dining,0
1135172,6.41,M,misc_net,0
996022,77.49,F,grocery_net,0
665194,3.67,F,misc_pos,0
198432,62.57,M,health_fitness,0
785450,116.23,M,grocery_pos,0
842699,2.21,F,misc_net,0
1184104,24.65,M,shopping_pos,0
534963,185.68,F,grocery_pos,0
602061,110.21,F,grocery_pos,0
796196,74.78,M,health_fitness,0
301627,48.76,M,grocery_net,0
239987,23.07,F,entertainment,0
310294,8.42,M,entertainment,0
264741,68.64,F,kids_pets,0
602108,68.66,F,grocery_net,0
812332,128.77,M,shopping_pos,0
739465,9.18,M,entertainment,0
587455,8.15,F,shopping_pos,0
674814,3.4,F,travel,0
470300,121.66,F,entertainment,0
1229892,57.76,M,food_dining,0
212375,58.54,F,home,0
86812,74.91,M,health_fitness,0
1082215,63.8,M,grocery_pos,0
185754,7.96,F,kids_pets,0
553613,34.35,F,home,0
970569,21.77,M,home,0
552656,91.7,F,shopping_net,0
395418,60.37,F,personal_care,0
1136159,20.87,F,kids_pets,0
536781,17.77,F,health_fitness,0
971685,101.66,F,kids_pets,0
54717,137.73,F,health_fitness,0
223617,220.49,F,shopping_pos,0
1286385,67.04,F,home,0
280626,53.59,M,health_fitness,0
1040534,50.29,M,kids_pets,0
201215,42.21,M,home,0
52256,2.42,F,shopping_net,0
714110,103.29,F,grocery_pos,0
628449,6.28,M,shopping_pos,0
486099,6.76,M,travel,0
1185310,72.03,F,entertainment,0
322035,60.46,M,gas_transport,0
1263464,45.14,F,gas_transport,0
17274,49.85,F,misc_pos,0
877151,67.84,F,kids_pets,0
399042,55.93,M,entertainment,0
920870,41.24,M,health_fitness,0
681614,80.03,F,grocery_pos,0
662040,123.13,M,grocery_pos,0
343492,18.75,F,personal_care,0
843839,33.02,F,home,0
1225730,48.44,F,shopping_pos,0
585,8.19,F,shopping_pos,0
364157,92.22,M,kids_pets,0
237110,4.24,F,misc_net,0
1163602,1.15,M,food_dining,0
58945,4.41,M,home,0
710595,78.8,M,entertainment,0
267644,41.45,M,home,0
532365,79.02,M,food_dining,0
1264265,122.74,M,misc_pos,0
1228564,135.89,F,misc_net,0
503023,88.81,F,grocery_pos,0
1233455,78.78,M,gas_transport,0
971640,234.3,F,food_dining,0
357203,70.8,F,gas_transport,0
1249620,5.49,F,kids_pets,0
362089,5.57,M,misc_net,0
747676,35.17,M,misc_pos,0
292064,95.41,M,kids_pets,0
344800,1.94,F,shopping_net,0
815002,6.63,M,personal_care,0
724073,128.3,F,kids_pets,0
303521,53.78,F,food_dining,0
1017292,74.48,M,personal_care,0
1164530,81.9,M,health_fitness,0
154734,72.32,M,grocery_pos,0
449453,72.99,F,grocery_net,0
289955,71.25,F,home,0
455933,58.22,F,grocery_net,0
592916,6.53,F,entertainment,0
859550,58.78,F,gas_transport,0
224951,137.75,F,entertainment,0
24366,1.53,M,misc_net,0
774701,59.04,M,food_dining,0
202781,127.03,F,grocery_pos,0
923686,13.93,F,health_fitness,0
1213452,34.11,F,kids_pets,0
820872,76.89,M,health_fitness,0
922,6.8,F,entertainment,0
287518,1062.84,M,shopping_pos,0
155349,32.93,M,misc_pos,0
707736,80.14,M,entertainment,0
226362,52.74,F,personal_care,0
1032683,3.26,M,shopping_net,0
303974,60.82,M,food_dining,0
1048101,18.55,F,entertainment,0
729087,67.03,M,food_dining,0
965297,306.72,M,misc_pos,0
329788,16.27,M,entertainment,0
1161094,9.4,F,entertainment,0
1210344,7.4,F,shopping_net,0
833453,59.69,F,entertainment,0
109403,28.7,F,personal_care,0
186419,95.44,F,grocery_pos,0
892187,84.77,F,shopping_net,0
207350,12.5,F,home,0
666603,2.01,F,travel,0
1099231,5.3,M,food_dining,0
235445,145.75,F,food_dining,0
336222,130.2,F,home,0
1108815,6.83,M,travel,0
138049,37.63,M,health_fitness,0
164424,6.91,F,misc_net,0
99307,59.86,F,gas_transport,0
503922,69.64,M,misc_pos,0
408908,118.07,M,personal_care,0
551358,4.07,F,misc_net,0
791233,73.49,M,grocery_pos,0
1132880,8.0,F,home,0
1131192,3.1,M,food_dining,0
531662,104.25,M,grocery_pos,0
271199,45.71,F,kids_pets,0
698758,71.88,F,home,0
738949,78.69,M,home,0
1179383,1.31,M,travel,0
681395,75.98,M,entertainment,0
1102238,9.61,F,shopping_pos,0
482744,92.18,F,grocery_pos,0
725718,7.69,F,entertainment,0
652721,15.71,M,personal_care,0
937743,111.12,F,personal_care,0
594894,57.1,F,gas_transport,0
253561,41.12,M,gas_transport,0
1165695,59.64,M,kids_pets,0
960304,63.21,F,gas_transport,0
531635,28.81,M,misc_pos,0
127710,13.11,M,kids_pets,0
1188365,25.67,M,entertainment,0
514085,7.77,F,travel,0
115052,50.93,M,grocery_net,0
363909,1.27,M,home,0
1192429,15.32,M,home,0
62600,78.12,M,gas_transport,0
852934,86.33,F,kids_pets,0
791028,38.32,F,gas_transport,0
472590,2.74,M,shopping_net,0
803323,92.77,M,grocery_pos,0
1186442,11.19,M,kids_pets,0
275402,7.27,F,food_dining,0
757231,12.01,M,personal_care,0
3054,31.66,M,home,0
348118,116.75,M,kids_pets,0
839612,1.39,F,travel,0
282736,1.07,F,shopping_pos,0
803108,38.1,M,misc_pos,0
324445,3.88,F,shopping_pos,0
53138,31.34,M,health_fitness,0
338686,89.46,F,home,0
136924,96.6,F,shopping_pos,0
376394,3.77,F,shopping_pos,0
2449,281.06,M,grocery_pos,1
2472,11.52,F,gas_transport,1
2523,276.31,F,grocery_pos,1
2546,7.03,M,gas_transport,1
2553,275.73,F,grocery_pos,1
2937,844.8,M,shopping_net,1
3527,843.91,M,misc_net,1
3580,10.76,F,gas_transport,1
3600,332.35,F,grocery_pos,1
3671,315.34,F,grocery_pos,1
4324,337.05,F,grocery_pos,1
4383,711.66,F,shopping_pos,1
4644,707.5,F,misc_net,1
4654,942.62,M,shopping_net,1
4693,4.5,F,travel,1
4706,821.96,M,shopping_pos,1
4727,1092.68,M,shopping_net,1
4740,1254.27,M,shopping_net,1
4744,274.09,F,grocery_pos,1
4808,14.37,M,grocery_net,1
4858,316.93,F,grocery_pos,1
4892,327.68,F,grocery_pos,1
5559,966.11,M,shopping_net,1
5577,795.22,F,misc_net,1
5612,1015.8,F,shopping_pos,1
6104,722.18,F,misc_net,1
6110,898.81,F,shopping_net,1
6121,1001.63,F,shopping_net,1
6141,49.61,M,misc_pos,1
6177,295.26,M,grocery_pos,1
6223,1099.99,F,shopping_net,1
6240,18.17,M,health_fitness,1
6383,20.45,M,gas_transport,1
6387,18.19,M,gas_transport,1
6778,367.29,F,grocery_pos,1
7214,768.15,M,misc_net,1
7503,849.49,M,misc_net,1
7509,1177.79,F,shopping_net,1
7523,307.09,M,grocery_pos,1
7529,4.58,M,kids_pets,1
7552,730.78,M,shopping_pos,1
7554,1006.4,M,shopping_net,1
7559,830.72,M,shopping_pos,1
7598,311.92,M,grocery_pos,1
7611,762.93,F,shopping_pos,1
9130,855.88,F,shopping_net,1
9637,909.29,F,shopping_net,1
10057,300.14,M,grocery_pos,1
11933,967.92,M,shopping_net,1
12069,270.01,M,grocery_pos,1
12099,289.69,M,grocery_pos,1
12109,311.83,M,grocery_pos,1
12132,283.19,M,grocery_pos,1
12204,15.82,F,gas_transport,1
12210,296.32,M,grocery_pos,1
12225,334.28,F,grocery_pos,1
12246,664.73,F,misc_pos,1
12268,8.79,M,gas_transport,1
12290,301.55,M,grocery_pos,1
12297,327.26,F,grocery_pos,1
12329,1127.56,F,shopping_net,1
12338,276.41,M,grocery_pos,1
12386,722.92,F,misc_net,1
12420,8.33,F,gas_transport,1
12448,333.09,F,grocery_pos,1
12983,291.51,M,grocery_pos,1
13481,564.57,F,entertainment,1
14206,929.28,F,shopping_pos,1
14225,848.32,F,misc_net,1
14229,1003.72,M,shopping_net,1
14241,1131.66,M,shopping_net,1
14270,959.59,M,shopping_net,1
14297,388.02,M,entertainment,1
14335,1050.01,M,shopping_net,1
14370,996.93,M,shopping_net,1
14405,1030.43,F,shopping_pos,1
14413,937.47,M,shopping_net,1
14433,623.43,M,misc_net,1
14441,346.69,F,grocery_pos,1
14486,337.06,F,grocery_pos,1
14512,18.86,F,gas_transport,1
14514,847.72,F,shopping_net,1
14526,897.67,M,misc_net,1
14543,305.6,F,grocery_pos,1
14565,301.33,F,grocery_pos,1
14601,701.88,F,misc_net,1
14816,303.14,F,grocery_pos,1
15036,749.94,M,misc_net,1
15061,1006.34,F,shopping_net,1
15451,1104.38,F,shopping_pos,1
15453,1044.81,F,shopping_net,1
15454,937.57,F,shopping_net,1
15471,918.69,F,shopping_net,1
15472,10.53,F,travel,1
15473,835.36,F,misc_net,1
15482,95.94,F,food_dining,1
15508,9.91,M,travel,1
15517,1148.15,F,shopping_pos,1
15524,945.56,F,shopping_pos,1
15567,18.24,F,kids_pets,1
15605,325.38,F,grocery_pos,1
15679,8.45,F,gas_transport,1
15703,311.47,F,grocery_pos,1
16725,1161.58,F,shopping_net,1
16750,685.63,F,misc_net,1
16806,344.01,F,grocery_pos,1
16851,831.16,F,misc_net,1
16869,299.98,M,grocery_pos,1
16879,353.06,F,grocery_pos,1
16893,846.52,F,shopping_pos,1
16920,334.85,F,grocery_pos,1
16957,8.18,M,gas_transport,1
16970,1008.39,F,shopping_net,1
16988,9.15,F,gas_transport,1
17222,11.48,M,gas_transport,1
17228,830.58,F,misc_pos,1
17685,21.13,F,health_fitness,1
17935,19.51,F,health_fitness,1
18142,992.1,M,shopping_net,1
18194,882.9,M,shopping_pos,1
18217,24.78,F,health_fitness,1
18260,1001.51,M,shopping_net,1
18317,11.73,M,gas_transport,1
18346,7.04,M,gas_transport,1
18349,288.41,M,grocery_pos,1
18368,298.99,M,grocery_pos,1
18410,368.43,F,grocery_pos,1
18431,328.68,M,grocery_pos,1
18602,303.58,M,grocery_pos,1
19085,644.4,M,shopping_pos,1
19103,120.58,M,food_dining,1
19426,1081.35,M,shopping_net,1
19578,843.44,M,misc_net,1
19620,20.58,F,kids_pets,1
19628,776.7,M,shopping_net,1
19632,728.36,M,misc_net,1
19660,784.77,M,misc_net,1
19662,264.35,F,home,1
19679,278.32,M,grocery_pos,1
19683,696.76,M,misc_net,1
19705,119.72,F,food_dining,1
19713,741.88,M,misc_net,1
19720,1116.8,M,shopping_net,1
19739,320.6,M,grocery_pos,1
19780,952.08,F,shopping_pos,1
19822,1060.34,F,shopping_net,1
19830,7.42,M,gas_transport,1
19852,276.8,M,grocery_pos,1
19864,336.2,M,grocery_pos,1
19898,303.03,M,grocery_pos,1
20213,308.84,M,grocery_pos,1
20627,19.19,F,kids_pets,1
20974,1033.78,M,shopping_net,1
21422,994.92,F,shopping_net,1
21491,859.46,M,shopping_net,1
21494,919.17,M,shopping_net,1
21495,1062.95,M,shopping_net,1
21519,770.94,M,shopping_pos,1
21531,728.77,M,shopping_pos,1
21547,25.27,F,kids_pets,1
21588,816.89,F,misc_net,1
21599,23.18,F,kids_pets,1
21611,976.64,M,shopping_net,1
21613,510.59,M,entertainment,1
21630,307.5,F,grocery_pos,1
21642,20.96,M,kids_pets,1
21651,224.94,F,home,1
21668,790.35,F,misc_net,1
21678,870.97,M,shopping_net,1
21688,916.87,M,misc_net,1
21691,714.88,M,misc_net,1
21693,1065.43,M,shopping_net,1
21725,813.73,F,misc_net,1
21729,417.97,F,entertainment,1
21732,306.81,F,grocery_pos,1
21742,12.57,F,gas_transport,1
21753,324.87,F,grocery_pos,1
21812,325.86,M,grocery_pos,1
21831,16.44,F,grocery_net,1
21835,277.53,F,grocery_pos,1
21876,8.56,F,misc_pos,1
21891,328.57,M,grocery_pos,1
21904,13.2,F,grocery_net,1
21926,377.28,F,grocery_pos,1
21942,7.24,F,misc_pos,1
21964,8.54,F,misc_pos,1
21968,801.35,M,misc_net,1
21981,549.13,F,entertainment,1
21992,96.57,F,food_dining,1
22023,746.43,M,misc_net,1
22107,747.46,F,shopping_pos,1
22338,522.21,F,entertainment,1
22404,12.95,F,grocery_net,1
22432,10.72,F,gas_transport,1
22467,8.25,F,gas_transport,1
23163,839.35,F,shopping_pos,1
23672,22.22,F,personal_care,1
23922,21.47,F,health_fitness,1
23951,1169.82,M,shopping_net,1
23952,690.81,M,misc_net,1
23962,969.64,F,shopping_pos,1
24023,896.28,M,shopping_net,1
24026,249.87,F,home,1
24068,1034.21,F,shopping_net,1
24070,121.62,F,food_dining,1
24071,964.77,M,shopping_net,1
24097,10.2,F,travel,1
24110,20.63,M,kids_pets,1
24123,22.91,F,kids_pets,1
24168,18.33,F,gas_transport,1
24176,297.74,M,grocery_pos,1
24185,727.13,F,shopping_pos,1
24189,310.15,M,grocery_pos,1
24193,118.23,F,food_dining,1
24199,10.7,M,grocery_net,1
24201,305.14,F,grocery_pos,1
24216,15.05,F,grocery_net,1
24264,19.36,F,gas_transport,1
24321,328.58,M,grocery_pos,1
24345,326.68,M,grocery_pos,1
24379,331.43,M,grocery_pos,1
24805,331.2,F,grocery_pos,1
24822,15.25,M,grocery_net,1
24842,760.83,M,misc_net,1
25265,990.43,M,shopping_net,1
25410,905.28,F,shopping_net,1
26198,936.13,M,shopping_pos,1
26270,10.29,M,travel,1
26300,308.33,M,grocery_pos,1
26305,1104.91,M,shopping_net,1
26314,925.74,M,shopping_net,1
26321,737.43,M,misc_net,1
26328,860.8,M,shopping_net,1
26350,851.71,F,misc_net,1
26351,752.47,F,shopping_pos,1
26363,816.78,M,shopping_pos,1
26372,1124.01,F,shopping_net,1
26383,19.52,F,kids_pets,1
26392,773.75,M,misc_net,1
26397,1140.41,F,shopping_net,1
26414,20.09,F,personal_care,1
26418,335.96,F,grocery_pos,1
26424,1062.87,M,shopping_net,1
26443,1022.11,F,shopping_net,1
26498,149.42,F,food_dining,1
26509,310.76,M,grocery_pos,1
26546,282.6,M,grocery_pos,1
26575,330.32,F,grocery_pos,1
26632,304.17,M,grocery_pos,1
26637,279.83,M,grocery_pos,1
26649,685.26,M,misc_net,1
26815,301.4,M,grocery_pos,1
